AÑO;PERIODO;FECHA ENVIO;CODIGO ENTIDAD;ENTIDAD;CODIGO LINEA;LINEA INTERVENCION;CODIGO SERVICIO;NOMBRE SERVICIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;CODIGO CENTRO ATENCION;NOMBRE CENTRO ATENCION;N° DE CEM;N° CASOS ATENDIDOS-TOTAL;N° CASOS ATENDIDOS - HOMBRES - TOTAL;N° CASOS ATENDIDOS - MUJERES - TOTAL;N° CASOS ATENDIDOS - VIOLENCIA PSICOLOGICA;N° CASOS ATENDIDOS - VIOLENCIA FISICA;N° CASOS ATENDIDOS - VIOLENCIA SEXUAL;N° CASOS ATENDIDOS - VIOLENCIA ECONÓMICA O PATRIMONIAL;N° CASOS ATENDIDOS - 0_5 - TOTAL;N° CASOS ATENDIDOS - 0_5 - HOMBRES;N° CASOS ATENDIDOS - 0_5 - MUJERES;N° CASOS ATENDIDOS - 6_11 - TOTAL;N° CASOS ATENDIDOS - 6_11 - HOMBRES;N° CASOS ATENDIDOS - 6_11 - MUJERES;N° CASOS ATENDIDOS - 12_17 - TOTAL;N° CASOS ATENDIDOS - 12_17 - HOMBRES;N° CASOS ATENDIDOS - 12_17 - MUJERES;N° CASOS ATENDIDOS - 18_25 - TOTAL;N° CASOS ATENDIDOS - 18_25  - HOMBRES;N° CASOS ATENDIDOS - 18_25 - MUJERES;N° CASOS ATENDIDOS - 18_29 - TOTAL;N° CASOS ATENDIDOS - 18_29  - HOMBRES;N° CASOS ATENDIDOS - 18_29 - MUJERES;N° CASOS ATENDIDOS - 26_35 - TOTAL;N° CASOS ATENDIDOS - 26_35 - HOMBRES;N° CASOS ATENDIDOS - 26_35 - MUJERES;N° CASOS ATENDIDOS - 36_45 - TOTAL;N° CASOS ATENDIDOS - 36_45 - HOMBRES;N° CASOS ATENDIDOS - 36_45 - MUJERES;N° CASOS ATENDIDOS - 30_59 - TOTAL;N° CASOS ATENDIDOS - 30_59 - HOMBRES;N° CASOS ATENDIDOS - 30_59 - MUJERES;N° CASOS ATENDIDOS - 46_59 - TOTAL;N° CASOS ATENDIDOS - 46_59 - HOMBRES;N° CASOS ATENDIDOS - 46_59 - MUJERES;N° CASOS ATENDIDOS - 60_MÁS - TOTAL;N° CASOS ATENDIDOS - 60_MÁS - HOMBRES;N° CASOS ATENDIDOS - 60_MÁS - MUJERES;N° DE ACTIVIDADES - TOTAL
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;CEM083;PUCALLPA;1;420;45;375;190;152;77;1;8;5;3;58;23;35;70;7;63;;;;93;2;91;;;;;;;177;4;173;;;;14;4;10;9 274
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210101;PUNO;PUNO;PUNO;CEM084;PUNO;1;594;37;557;300;268;25;1;0;0;0;20;7;13;30;9;21;;;;153;3;150;;;;;;;341;8;333;;;;50;10;40;11 734
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;CEM085;QUILLABAMBA;1;487;74;413;295;171;21;0;21;13;8;38;17;21;48;14;34;;;;111;1;110;;;;;;;231;19;212;;;;38;10;28;12 332
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220801;SAN MARTÍN;RIOJA;RIOJA;CEM086;RIOJA;1;361;22;339;93;238;30;0;6;4;2;38;6;32;40;4;36;;;;120;2;118;;;;;;;151;4;147;;;;6;2;4;8 047
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150114;LIMA METROPOLITANA;LIMA;LA MOLINA;CEM087;LA MOLINA;1;660;110;550;358;202;99;1;64;20;44;115;51;64;116;25;91;;;;108;1;107;;;;;;;219;4;215;;;;38;9;29;20 680
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150132;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;CEM088;SAN JUAN DE LURIGANCHO;1;1 081;141;940;792;183;103;3;46;26;20;139;61;78;122;28;94;;;;251;5;246;;;;;;;472;10;462;;;;51;11;40;16 199
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150135;LIMA METROPOLITANA;LIMA;SAN MARTÍN DE PORRES;CEM089;SAN MARTIN DE PORRES;1;1 029;150;879;618;302;108;1;56;27;29;119;52;67;120;20;100;;;;179;2;177;;;;;;;469;28;441;;;;86;21;65;17 606
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;131001;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;CEM090;SANTIAGO DE CHUCO;1;106;27;79;35;57;14;0;14;11;3;17;9;8;29;7;22;;;;24;0;24;;;;;;;21;0;21;;;;1;0;1;4 929
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120601;JUNÍN;SATIPO;SATIPO;CEM091;SATIPO;1;396;55;341;129;176;90;1;28;7;21;78;32;46;89;12;77;;;;77;1;76;;;;;;;107;0;107;;;;17;3;14;7 665
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200801;PIURA;SECHURA;SECHURA;CEM092;SECHURA;1;308;34;274;125;145;38;0;10;4;6;32;16;16;52;10;42;;;;98;2;96;;;;;;;108;0;108;;;;8;2;6;6 407
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80601;CUSCO;CANCHIS;SICUANI;CEM093;SICUANI;1;254;23;231;186;59;9;0;1;1;0;9;5;4;15;5;10;;;;60;1;59;;;;;;;148;5;143;;;;21;6;15;5 097
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50901;AYACUCHO;SUCRE;QUEROBAMBA;CEM094;SUCRE;1;156;18;138;131;9;16;0;5;3;2;16;5;11;28;2;26;;;;28;1;27;;;;;;;64;4;60;;;;15;3;12;5 399
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200601;PIURA;SULLANA;SULLANA;CEM095;SULLANA;1;419;20;399;217;162;39;1;5;0;5;30;12;18;46;1;45;;;;119;1;118;;;;;;;203;5;198;;;;16;1;15;11 246
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150140;LIMA METROPOLITANA;LIMA;SANTIAGO DE SURCO;CEM096;SURCO;1;816;166;650;420;280;108;8;97;45;52;181;84;97;125;28;97;;;;109;3;106;;;;;;;253;2;251;;;;51;4;47;14 611
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150141;LIMA METROPOLITANA;LIMA;SURQUILLO;CEM097;SURQUILLO;1;490;106;384;265;187;34;4;52;28;24;73;45;28;68;18;50;;;;64;5;59;;;;;;;166;1;165;;;;67;9;58;8 826
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;230101;TACNA;TACNA;TACNA;CEM098;TACNA;1;454;58;396;235;143;74;2;11;5;6;69;24;45;69;15;54;;;;94;2;92;;;;;;;184;3;181;;;;27;9;18;7 425
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;CEM099;TARAPOTO;1;305;41;264;193;89;21;2;16;9;7;41;15;26;40;11;29;;;;62;1;61;;;;;;;138;5;133;;;;8;0;8;7 526
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120701;JUNÍN;TARMA;TARMA;CEM100;TARMA;1;370;33;337;153;167;50;0;17;5;12;53;14;39;52;8;44;;;;87;1;86;;;;;;;145;4;141;;;;16;1;15;28 200
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;90701;HUANCAVELICA;TAYACAJA;PAMPAS;CEM101;TAYACAJA;1;222;8;214;57;122;43;0;1;0;1;13;4;9;34;3;31;;;;65;0;65;;;;;;;92;0;92;;;;17;1;16;15 812
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;100601;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;CEM102;TINGO MARIA;1;288;16;272;141;84;63;0;7;2;5;33;3;30;46;3;43;;;;86;1;85;;;;;;;103;5;98;;;;13;2;11;7 956
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;221001;SAN MARTÍN;TOCACHE;TOCACHE;CEM103;TOCACHE;1;353;38;315;156;127;70;0;15;7;8;44;11;33;57;9;48;;;;81;2;79;;;;;;;147;9;138;;;;9;0;9;7 843
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;CEM104;TRUJILLO;1;376;68;308;200;142;34;0;33;16;17;67;28;39;58;16;42;;;;53;0;53;;;;;;;139;5;134;;;;26;3;23;17 454
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;240101;TUMBES;TUMBES;TUMBES;CEM105;TUMBES;1;268;62;206;145;97;26;0;30;15;15;62;26;36;47;15;32;;;;49;2;47;;;;;;;77;2;75;;;;3;2;1;7 107
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;CEM106;UTCUBAMBA;1;176;6;170;62;71;43;0;3;1;2;14;0;14;26;2;24;;;;60;0;60;;;;;;;69;3;66;;;;4;0;4;11 891
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;70106;CALLAO;CALLAO;VENTANILLA;CEM107;VENTANILLA;1;550;88;462;341;142;67;0;35;18;17;108;45;63;80;15;65;;;;93;3;90;;;;;;;210;4;206;;;;24;3;21;11 162
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;51101;AYACUCHO;VILCAS HUAMÁN;VILCAS HUAMÁN;CEM108;VILCAS HUAMAN;1;235;21;214;125;92;18;0;6;3;3;17;4;13;24;5;19;;;;61;6;55;;;;;;;116;2;114;;;;11;1;10;10 343
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150142;LIMA METROPOLITANA;LIMA;VILLA EL SALVADOR;CEM109;VILLA EL SALVADOR;1;3 006;508;2 498;1 619;1 207;176;4;161;67;94;393;186;207;399;113;286;;;;628;23;605;;;;;;;1 203;56;1 147;;;;222;63;159;51 203
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150143;LIMA METROPOLITANA;LIMA;VILLA MARÍA DEL TRIUNFO;CEM110;VILLA MARIA DEL TRIUNFO;1;1 013;259;754;542;344;125;2;129;58;71;222;110;112;206;63;143;;;;103;5;98;;;;;;;270;16;254;;;;83;7;76;25 498
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;190307;PASCO;OXAPAMPA;VILLA RICA;CEM111;VILLA RICA;1;276;45;231;104;133;39;0;17;5;12;49;20;29;36;6;30;;;;84;6;78;;;;;;;79;8;71;;;;11;0;11;9 636
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120801;JUNÍN;YAULI                                                   ;LA OROYA                                                ;CEM112;YAULI;1;247;28;219;133;91;23;0;11;4;7;18;5;13;40;11;29;;;;68;1;67;;;;;;;103;7;96;;;;7;0;7;12 615
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;151001;LIMA PROVINCIAS;YAUYOS;YAUYOS;CEM113;YAUYOS;1;103;16;87;37;43;23;0;5;3;2;12;3;9;22;2;20;;;;16;0;16;;;;;;;30;3;27;;;;18;5;13;2 443
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160201;LORETO;ALTO AMAZONAS;YURIMAGUAS;CEM114;YURIMAGUAS;1;205;18;187;113;85;6;1;3;1;2;13;6;7;13;4;9;;;;54;1;53;;;;;;;114;3;111;;;;8;3;5;4 336
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210201;PUNO;AZÁNGARO;AZÁNGARO;CEM115;AZANGARO;1;228;4;224;113;98;15;2;2;1;1;3;0;3;23;3;20;;;;84;0;84;;;;;;;103;0;103;;;;13;0;13;7 040
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;70103;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CEM116;CARMEN DE LA LEGUA;1;327;69;258;181;122;22;2;27;12;15;69;28;41;40;15;25;;;;45;2;43;;;;;;;98;3;95;;;;48;9;39;12 856
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120901;JUNÍN;CHUPACA;CHUPACA;CEM117;CHUPACA;1;304;96;208;142;154;7;1;47;25;22;76;46;30;53;22;31;;;;41;1;40;;;;;;;59;0;59;;;;28;2;26;13 482
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;CEM118;PACASMAYO;1;214;58;156;58;119;37;0;34;13;21;60;32;28;36;12;24;;;;23;0;23;;;;;;;56;1;55;;;;5;0;5;10 452
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;60901;CAJAMARCA;SAN IGNACIO;SAN IGANCIO;CEM119;SAN IGNACIO;1;372;42;330;134;148;88;2;8;2;6;43;19;24;79;7;72;;;;92;1;91;;;;;;;138;8;130;;;;12;5;7;23 624
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;51001;AYACUCHO;VÍCTOR FAJARDO;HUANCAPI;CEM120;VÍCTOR FAJARDO;1;186;45;141;107;63;16;0;17;6;11;42;27;15;33;9;24;;;;13;1;12;;;;;;;73;2;71;;;;8;0;8;5 539
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;10501;AMAZONAS;LUYA;LAMUD;CEM121;LUYA;1;96;16;80;60;31;5;0;1;1;0;23;8;15;14;3;11;;;;15;1;14;;;;;;;33;3;30;;;;10;0;10;1 640
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150125;LIMA METROPOLITANA;LIMA;PUENTE PIEDRA;CEM122;PUENTE PIEDRA;1;667;85;582;327;266;74;0;42;17;25;93;42;51;111;18;93;;;;139;3;136;;;;;;;262;1;261;;;;20;4;16;6 899
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210401;PUNO;CHUCUITO;JULI;CEM123;CHUCUITO;1;168;4;164;58;98;12;0;0;0;0;7;2;5;11;1;10;;;;42;0;42;;;;;;;96;1;95;;;;12;0;12;12 580
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150601;LIMA PROVINCIAS;HUARAL;HUARAL;CEM124;HUARAL;1;1 045;205;840;828;160;57;0;89;45;44;168;87;81;152;33;119;;;;197;3;194;;;;;;;397;23;374;;;;42;14;28;11 522
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220501;SAN MARTÍN;LAMAS;LAMAS;CEM125;LAMAS;1;233;38;195;118;108;7;0;8;4;4;27;17;10;31;8;23;;;;49;0;49;;;;;;;108;5;103;;;;10;4;6;6 111
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;100501;HUÁNUCO;HUAMALÍES;LLATA;CEM126;HUAMALIES;1;201;35;166;83;100;18;0;0;0;0;12;4;8;27;8;19;;;;49;5;44;;;;;;;101;14;87;;;;12;4;8;5 283
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;81201;CUSCO;QUISPICANCHI;URCOS;CEM127;QUISPICANCHI;1;400;51;349;203;154;42;1;10;6;4;24;12;12;42;11;31;;;;103;2;101;;;;;;;205;11;194;;;;16;9;7;8 752
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200501;PIURA;PAITA;PAITA;CEM128;PAITA;1;409;34;375;305;90;14;0;5;1;4;31;13;18;35;9;26;;;;125;0;125;;;;;;;201;5;196;;;;12;6;6;6 956
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;22001;ÁNCASH;YUNGAY;YUNGAY;CEM129;YUNGAY;1;150;19;131;78;46;26;0;5;3;2;18;6;12;32;4;28;;;;28;0;28;;;;;;;54;2;52;;;;13;4;9;7 442
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;21001;ÁNCASH;HUARI;HUARI;CEM130;HUARI;1;142;6;136;44;70;28;0;3;0;3;15;2;13;16;0;16;;;;30;1;29;;;;;;;75;2;73;;;;3;1;2;7 431
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;180301;MOQUEGUA;ILO;ILO;CEM131;ILO;1;193;29;164;97;80;15;1;8;6;2;18;10;8;22;6;16;;;;39;3;36;;;;;;;104;4;100;;;;2;0;2;9 592
2017;ENE - DIC;16/01/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200701;PIURA;TALARA;PARIÑAS;CEM132;TALARA;1;470;70;400;273;174;23;0;23;14;9;57;27;30;40;11;29;;;;86;3;83;;;;;;;241;8;233;;;;23;7;16;5 328
